country,description,name,num_ratings,rating,rum_type
Spain,,Aldea 2001 Familia,3,7.3,Aged
Dominican Republic,,Ron Esclavo Speyside Whisky Cask Finish 12-Year,3,7.3,Aged
"Virgin Islands, British",,Arundel Panty Remover,3,8.3,n/a
United Kingdom,,Kill Devil (Hunter Laing) 2001 Diamond 15-Year,3,7.3,Aged
Brazil,,Avua Jequitibá Rosa Cachaca,3,5.7,Cachaca
Denmark,,Phantom Spirits Mikkeller Beer Geek Vanilla Shake Cask 4-Year,3,7.3,Aged
Caribbean,,Plantation 1998 Jamaica,3,3.5,Aged
United States,,Papagayo Anejo,3,6.0,Aged
United States,,Far North Alander Nordic,3,2.0,Spiced
Panama,,Marti Plata 3-Year,3,4.5,Light
Martinique,,Trois Rivieres Cuvée Saint Pierre,3,7.3,Agricole
Japan,,Okinawan Cor Cor Green,3,5.3,Gold
Cuba,,Cane Island Single Estate Belize 9-Year,3,6.3,Aged
France,,La Maison Du Rhum Trinidad and Tobago,3,8.3,Aged
United States,,Alfred's Trail 9.12 Edition 9-Year,3,7.0,Aged
Spain,,Puerto de Indias Ron Miel,3,4.3,Flavored
Spain,,Arehucas Capitan Kidd 20-Year,4,7.3,Aged
France,,Transcontinental Rum Line 2012 Jamaica Worthy Park,4,7.0,Aged
Jamaica,,Margaritaville Dark,4,3.0,Dark
Dominican Republic,,Smukrom 2015 Solera 23-Year,4,8.0,Aged
Barbados,,Cockspur Spiced,4,6.5,Spiced
Italy,,Rum Nation 2016 Guyana Diamond,4,7.8,Aged
Caribbean,,Mezan 2003 Jamaica,4,5.8,Aged
Caribbean,,Plantation Haiti Old Reserve XO Tokaj I Cask,4,8.3,Aged
Mauritius,,St. Aubin Spices,4,7.0,Agricole
El Salvador,,Cihuatan Indigo 8-Year,4,7.7,Aged
United States,,Kula Dark,4,5.0,Dark
Cuba,,Arecha Anejo Reserva,4,6.0,Aged
Caribbean,,British Royal Navy Imperial,4,10.0,Aged
Martinique,,Saint James 2001,5,8.0,Aged
United States,"Railean Small Cask rum, a version of the base used in their Reserve XO Rum that’s aged three-and-a-half to four years in new double charred American oak barrels and single barrel bottled at 80 proof with no color, flavors, or sweeteners added. via  American Rum Report ",Railean Small Cask Reserve,5,7.0,Aged
"Venezuela, Bolivarian Republic of",,Diplomatico Hacienda Saruro,5,7.0,Aged
Caribbean,,Plantation 2006 Peru,5,8.2,Aged
Madagascar,,Dzama 3-Year,5,5.0,Gold
Panama,,Kuna Davidoff Of Geneva Cigar Cask Finish,5,7.8,Aged
Cuba,,Santisima Trinidad de Cuba 15-Year,5,6.2,Aged
Panama,,Ron de Jeremy 2018 XXXO Single Barrel 26-Year,5,6.0,Aged
Saint Martin,,Old Man Guavaberry Original Wild Guavaberry,5,4.0,Flavored
Jamaica,,Private Selection Blend Number 15,5,8.8,Aged
Trinidad and Tobago,,Summum Malt Whisky Cask Finish 12-Year,5,7.4,Aged
Martinique,,Neisson 1991,5,7.6,Aged
Puerto Rico,,Bacardi Spice,5,5.7,Spiced
Indonesia,,Naga Triple Wood,5,7.0,Aged
Barbados,,Foursquare Port Cask Finish,5,8.2,Aged
Reunion,,Isautier Blanc Traditionnel,5,5.2,Light
Cuba,,Caney Carta Blanca,5,6.2,Gold
Guadeloupe,,Karukera Blanc,5,6.8,Light
Caribbean,,Old Man Spirits Project Four Vanilla Cane,5,7.0,Flavored
Guadeloupe,,Domaine de Severin Rhum Vieux,5,6.6,Dark
Caribbean,,Plantation 1997 Single Cask Trinidad,5,8.0,Aged
Reunion,,Savanna Herr 57,5,6.8,n/a
Martinique,,HSE Porto Finish,5,7.5,Aged
Denmark,,S.B.S. Port Morant Overproof,5,4.3,Overproof
Panama,,Contadora 10-Year,5,5.8,Aged
Saint Kitts And Nevis,,Sister Isles Wine Barrel Reserva,5,6.4,Dark
Australia,,Beenleigh Double Barrel 5-Year,5,7.0,Aged
Caribbean,,Tres Hombres 2011 Dominican Republic,5,6.5,Aged
Germany,,Tiki Lovers Dark,5,4.8,Gold
Caribbean,,Tres Hombres 2014 La Palma,5,6.6,Aged
United States,,Calico Jack Silver,5,6.3,Light
United States,"Medford Gold rum, a pot-distilled, blackstrap molasses-based rum that’s fermented with wild New England yeast and aged in new charred American white oak barrels for up to three years. Rums aged three years, one year, and nine months are blended and bottled at 80 proof. via  American Rum Report ",Medford Gold,5,6.5,Gold
United States,,Whaler's Vanille,5,6.4,Flavored
Caribbean,,Berry's St Lucia 14-Year,5,6.0,Aged
United States,,Calico Jack Coconut,5,6.0,Flavored
Guatemala,,Botran Cobre,5,4.8,Spiced
United States,"Railean Reserve XO rum, a pot-distilled, Grade A molasses-based rum that’s aged two to three years in double charred American oak barrels (most of which have previously aged Railean rum). Bottled at 80 proof with no color, flavors, or sweeteners added. via  American Rum Report ",Railean Reserve XO,5,7.6,Aged
United Kingdom,,Port Morant 1990,5,6.6,Gold
Caribbean,,Compagnie des Indes Dominican Republic 15-Year,5,7.3,Aged
Caribbean,,Plantation Peru Willett Rye Whiskey Cask,4,8.3,Aged
Caribbean,,Tres Hombres 2017 Edition 22 Solera 18-Year,4,7.0,Aged
Grenada,,Westerhall Superb Light,4,5.5,Gold
Guadeloupe,,Montebello 1984 Vieux 12-Year,4,5.3,Aged
Grenada,,Westerhall Vintage,4,6.8,Aged
Martinique,,Clement Terre Caraïbe,4,6.0,Aged
"Venezuela, Bolivarian Republic of",,Ocumare Blanco,4,1.0,Flavored
Trinidad and Tobago,,Angostura Old Oak Gold,4,4.3,Gold
Panama,,Ron de Jeremy Spiced Hardcore Edition,4,4.8,Spiced
Caribbean,,Plantation 1992 Single Cask Panama Teeling Whiskey Finish 27-Year,5,8.8,Aged
United States,"Crusoe Silver rum, a column-distilled, molasses-based rum that’s fermented with white wine yeast and bottled unaged at 80 proof. No added colors or sweeteners. via  American Rum Report ",Crusoe Silver,5,5.8,Light
United Kingdom,,Ancient Mariner Navy,5,7.4,Aged
Mauritius,,New Grove Cafe,5,6.7,Flavored
Italy,,Velier 2010 Chamarel 4-Year,4,6.5,Aged
Saint Lucia,"Admiral Nelson's 101 rum is newest brand added to the company's rum lineup. Produced in Bardstown, KY, USA, the rum packs a punch at a hefty 51.5% alc/vol. Admiral Horatio Nelson, the namesake of Admiral Nelson's rum, was a Lord and commander in the British Navy who lived in the late 1700s. Lord Nelson was known for his inspirational leadership and unconventional tactics during the Napoleonic Wars. He was wounded 7 times and lost his life in 1805 during his final victory at the Battle of Trafalgar. ",Admiral Rodney 101,4,5.0,Overproof
United States,,Barrel House Oak,4,6.3,Gold
Czech Republic,,Bozkov Černý,4,3.0,Dark
India,,Old Port Deluxe,4,6.0,Light
Puerto Rico,,Captain Morgan 1980 Black Label,4,5.5,Aged
Martinique,,Old Nick Spiced Golden,4,4.5,Spiced
Cuba,,Varadero Silver Dry,4,4.3,Light
Martinique,,Depaz Port Cask Finish,4,5.8,Aged
Réunion,,Bapt & Clem's 12-Year,4,7.8,Aged
United Kingdom,,Bristol Classic Caroni Trinity 1989-1992-1994,4,9.5,Aged
Cuba,,Mulata Anejo Blanco,4,4.0,Aged
Martinique,,Rhum JM Limited Edition Jungle Macouba,4,6.8,Aged
United Kingdom,,Burning Barn Spiced,4,5.5,Spiced
Martinique,,Neisson 12-Year,4,8.3,Agricole
United States,"Florida Mermaid 3-Year rum, a pot-distilled, cane sugar-based rum that’s aged for three years and then blended with a pot-distilled, molasses-based Jamaican rum. The blend (which is 75% Florida rum and 25% Jamaican) is then aged an additional 90 days in the distillery’s own used rye whiskey barrels and bottled at 100 proof. via  American Rum Report ",Florida Mermaid 3-Year,4,6.3,Gold
El Salvador,,Cihuatan Obsidiana,4,9.0,Aged
Puerto Rico,"M Light rum, a pot-distilled, molasses-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Bacardi de Maestros de Ron MMXII,4,10.0,Aged
Caribbean,,Plantation 2006 Panama 13-Year,4,7.8,Aged
France,,La Maison Du Rhum Venezuela,4,9.3,Aged
Caribbean,,Mezan 1999 Panama,4,7.8,Aged
Nicaragua,,Zapatera 1990 Centenario,4,7.0,Aged
Denmark,,S.B.S. 2004 Nicaragua,4,6.8,Overproof
Dominican Republic,,Barcelo Gran Añejo Dark Series,4,7.0,Aged
Germany,,Bondplan Blanc,4,7.3,Light
"Virgin Islands, U.S.",,Cruzan Orange,4,4.5,Flavored
Fiji,,Bati Spiced,4,7.0,Spiced
United States,"Bad Bitch Spanish Marie rum, a version of their First Legal Rum that’s aged 12-17 months in seven-year-old red wine barrels and bottled at 80 proof. via  American Rum Report ",Bad Bitch Spanish Marie,4,3.0,Flavored
Belize,,Fair 11-Year,4,7.7,Aged
Dominican Republic,,Relicario Peated Finish,4,5.8,Aged
Belize,,Fair 10-Year,4,7.0,Aged
Nicaragua,,Zapatera 1996 Reserva,4,8.0,Aged
United States,,Siesta Key Coffee,4,6.7,Flavored
Guyana,,El Dorado Special Reserve Madeira Sweet Cask 15-Year,4,8.7,Aged
Spain,,Aldea Anejo,4,4.3,Gold
United States,"Three Sheets Spiced rum, a version of Three Sheets Rum that is infused with a blend of seven spices and bottled at 80 proof. via  American Rum Report ",Three Sheets Spiced,4,4.5,Spiced
Mauritius,,Green Island Superior,4,5.0,Light
United States,"Taildragger White rum, a hybrid pot/column-distilled, Grade A molasses-based rum that’s bottled unfiltered and unaged at 80 proof. via  American Rum Report ",Taildragger White,4,5.7,Light
Guadeloupe,,Rhum Rhum 2012 Liberation Integral,4,8.3,Aged
Martinique,,La Favorite 2016 Rivière Bel Air,4,6.0,Agricole
Brazil,,Avua Tapinhoã Cachaca,4,5.3,Cachaca
Martinique,,Trois Rivieres 2006 Single Cask,4,7.8,Agricole
Martinique,,J. Bally 2000,4,7.5,Agricole
Brazil,,Cabana Light Cachaca,4,7.3,Cachaca
United States,"Lost Spirits Cuban Inspired 151 rum, a double pot-distilled, Grade A molasses-based rum aged using the same THEA process as their Navy Style Rum. Bottled at 151 proof. No added sugar, flavors, or colors. No chill filtering. via  American Rum Report ",Lost Spirits 151 Cuban Style,4,7.8,Overproof
United States,,Trader Vics Silver,4,2.3,Light
Guadeloupe,,Contrebande Vieux,4,6.3,Gold
Haiti,,Saint Benevolence 5-Year,4,5.8,Aged
Martinique,,Clement 2002,4,5.5,Aged
Martinique,,Trois Rivieres Cuvee Speciale,4,6.8,Agricole
Martinique,,Neisson XO Le Rhum Par,4,7.5,Aged
Germany,,Bondplan Caroni 21-Year,4,6.8,Aged
United Kingdom,,JW Spicers Dark,4,1.3,Dark
United Kingdom,,Samaroli 2002 Demerara,4,4.0,Aged
United States,"Malahat Ginger rum, a version of the base used in their Malahat Rum that’s infused with real ginger and bottled at 70 proof. via  American Rum Report ",Malahat Ginger,4,6.0,Flavored
Cuba,,Santero Palma Superior,4,6.8,Dark
Germany,,Rum Company Cocorange,4,7.8,n/a
Finland,,Routa 1988 Premium,4,8.3,Aged
Jamaica,,Black Jamaica XO,4,6.5,Aged
Canada,,JD Shore Reserve 5-Year,4,7.8,Aged
Martinique,,Depaz 2003 Single Cask,4,7.5,Agricole
Caribbean,,Compagnie des Indes 2005 Jamaica New Yarmouth 12-Year,4,8.3,Aged
United Kingdom,,London Dock XO Trinidad Sauternes Cask Finish,4,5.8,Aged
United States,,Doc Brown's Dark,4,7.7,Dark
United States,,Maui Dark,4,6.3,Dark
Netherlands Antilles,,Ultimatum Infinitum 12-Year,3,7.0,Aged
Martinique,,Clement American cask,4,5.7,Aged
Caribbean,,Lord Nelson's Spiced,4,6.5,Spiced
Martinique,,La Favorite 2018 Riviere Bel Air,4,6.5,Agricole
Guatemala,,Montecristo Premium,4,6.5,Light
Mauritius,,New Grove Double Cask Acacia Finish,4,6.8,Aged
Netherlands,,Fiorito Lemon Infused,4,3.3,Flavored
Mauritius,,Beach House White Spiced,4,7.3,Spiced
Guadeloupe,,Basseterre 1995,4,8.3,Agricole
United Kingdom,,Bristol Classic 1999 Port Morant Demerara Port Finish,4,7.8,Aged
Colombia,"The precious liquids in our 'Best Of' range represent a selection from our greatest and most mature barrels. Our impressive collection has been developing since the opening of our distillery in 1913 and represents one of the most significant stocks of Fine & Rare Rums in the World today. The aging process gives complexity, smoothness, 3rd and 4th tasting note, character and the lingering aftertaste. ",Dictador 1981 Best of 34-Year,4,9.0,Aged
Spain,,Artemi 7-Year,4,6.0,Aged
Caribbean,,Mezan 2005 Jamaica,4,6.8,Aged
Spain,,Aldea 2003 Superior,4,8.3,Aged
Saint Barthélemy,,R. St Barth Chic,4,4.8,Gold
Martinique,,La Mauny Spiced,4,6.0,Aged
British West Indies,,Tortuga Light,4,4.8,Light
Sri Lanka,,Ceylon Arrack,4,4.3,Gold
Saint Kitts And Nevis,,Sister Isles Pedro Ximénez Cask,4,8.8,Dark
Jamaica,,Yellow Snake Signature,4,5.3,Aged
Italy,,Velier 1996 Diamond,4,8.8,Aged
Caribbean,,Mezan 1996 Trinidad,4,7.0,Aged
"Virgin Islands, U.S.",,Cruzan Estate Dark,4,5.0,Gold
Colombia,"The precious liquids in our 'Best Of' range represent a selection from our greatest and most mature barrels. Our impressive collection has been developing since the opening of our distillery in 1913 and represents one of the most significant stocks of Fine & Rare Rums in the World today. The aging process gives complexity, smoothness, 3rd and 4th tasting note, character and the lingering aftertaste. ",Dictador 1980 Best of,4,8.0,Aged
United Kingdom,,Bristol Classic 2003 Cuban Sancti Spiritus 12-Year,4,7.3,Aged
Philippines,,Don Papa Baroko 3-Year,4,6.0,Dark
Italy,,Velier 1996 The Last Caroni 23-Year,4,10.0,Aged
United States,,Calico Jack Black,4,5.0,Spiced
Spain,,Aldea Maestro 10-Year,4,5.5,Aged
Martinique,,Clement Colonne Creole,4,6.7,Light
Dominican Republic,,Ron Esclavo Sherry Cask Finish 12-Year,4,8.0,Aged
Caribbean,,Berry's Grenada 8-Year,4,7.3,Aged
Martinique,,HSE Saint Etienne Blanc 40,4,5.5,Light
Panama,,Ron Panama 12-Year,4,8.5,Aged
Guadeloupe,,Karukera 1999,4,7.3,Aged
Jamaica,,Worthy Park 2006 Single Estate 12-Year,4,8.8,Aged
Spain,"Ron Palido Montero rum is produced in the Motril province of Granada, since 1963. The rum was first produced using locally grown sugarcane, then later using imported molasses, then distilled in column stills. The aging method is solera. ",Ron Palido Montero,4,6.5,Gold
Caribbean,,Plantation 2008 Trinidad 11-Year,4,7.0,Aged
Caribbean,,Paola Extra 8-Year,4,6.3,Aged
Nicaragua,,Canero Ron Dominicano 12-Year,4,8.3,Aged
Saint Kitts And Nevis,,Brinley Gold Lime,4,6.0,Flavored
Australia,,Bundaberg Port Barrel,4,7.3,Aged
Guadeloupe,,Reimonenq Grande Réserve Vieilli 7-Year,4,7.0,Aged
France,,Chantal Comte 2002 La Tour De l’Or,4,8.0,Agricole
Netherlands,,1731 Fine & Rare Barbados 8-Year,4,7.0,Aged
Colombia,,Aguardiente Cristal,4,4.7,Light
Dominican Republic,,Caribbean's Finest Gran Reserva,4,9.0,Aged
Canada,,Ironworks Bluenose,4,6.0,Gold
Martinique,,Neisson Eleve Sous Bois Rum 50,4,6.5,Gold
Mauritius,,New Grove New Grove Solera rum 25-Year,4,7.3,Aged
Caribbean,,Compagnie des Indes Indonesia 10-Year,4,7.3,Aged
Jamaica,,Navy Bay Dark,4,3.3,Dark
Panama,,Malecon 1979 Seleccion Esplendida,4,8.8,Aged
France,,La Maison Du Rhum Peroa,4,8.3,Aged
Panama,,Frigate Reserve 21-Year,4,9.0,Aged
Caribbean,,Hamilton 2004 St. Lucia 9-Year,4,8.8,Aged
Nicaragua,,Zapatera 1989 Gran Reserva,4,9.0,Aged
Dominican Republic,,Baragua Añejo,4,3.0,Aged
Mauritius,,Penny Blue Batch 005,4,6.3,Aged
Brazil,,Avua Oak Cachaca,4,5.8,Cachaca
Guadeloupe,,Damoiseau Pure Cane,4,4.7,Agricole
Netherlands,,Flying Dutchman Light,4,5.5,Light
Martinique,,Neisson Bio Agricole Blanc 52.5,4,7.5,Agricole
United States,"Maggie’s Farm White rum, a pot-distilled, Louisiana turbinado sugar-based rum that’s rested up to 6 months in stainless steel tanks and bottled at 80 proof. via  American Rum Report ",Maggie's Farm White,4,5.8,Light
Barbados,,Calypso Gold,4,4.3,Gold
Germany,,Caribica Gold,4,3.3,Flavored
Australia,,Holey Dollar Silver Coin,4,5.8,Gold
Guyana,,El Dorado Special Reserve Ruby Port Cask 15-Year,4,8.0,Aged
Turks and Caicos Islands,,Bambarra Gold,4,7.0,Gold
Panama,,Malecon 1982 Seleccion Esplendida,3,9.0,Aged
Caribbean,,Plantation Réunion Single Cask Port Ruby Finish 15-Year,4,8.3,Aged
United States,,Different Drum Pennsylvania,4,5.0,Flavored
Germany,,Artesano Peated Cask,4,6.5,Aged
Denmark,,S.B.S. Belize PX Sherry Finish 9-Year,4,7.0,Aged
United Kingdom,"Devil’s Own Dark rum, a version of their base rum that’s aged three years in new charred American white oak barrels with added molasses and vanilla. Bottled at 80 proof. via  American Rum Report ",Golden Devil Dark Overproof,4,7.0,Dark
Peru,,Cartavio Gold,4,4.3,Gold
Peru,,Cartavio Silver,4,3.5,Light
Puerto Rico,,Cayo Grande Club Dorado Anejo Reserva,4,4.3,Gold
Dominican Republic,,Brugal Dry Spiced,4,7.3,Spiced
United Kingdom,,Captain Cook's 3-Year,4,4.7,Gold
Martinique,,Rhum JM 2002,4,7.3,Aged
France,,Transcontinental Rum Line 2012 Barbados Foursquare,4,8.3,Aged
France,,Transcontinental Rum Line 2009 Fiji,4,7.5,Aged
United States,,Parrot Bay Coconut 90 Proof,4,4.7,Flavored
Germany,,Asmussen Fine Aged,4,5.0,Gold
Guadeloupe,,Longueteau 2004 Grande Reserve,4,8.8,Aged
Caribbean,,Tres Hombres 2015 Dominican Republic 23-Year,4,9.3,Aged
Denmark,,Fano Skibsrom Havmanden,4,6.3,Aged
South Africa,,Mhoba American Oak Aged,4,6.0,Aged
Caribbean,,The Secret Treasures Old Aguardiente de Cana de Cuba,4,7.0,Aged
Guadeloupe,,Bielle 2008 40th Anniversary,4,8.5,Aged
Guyana,,El Dorado 2017 Master Blender’s Special Edition,4,7.0,Aged
Spain,,Ron Miel Indias,4,5.3,Flavored
Panama,,Malecon 1998 Rare Proof 18-Year,4,8.8,Dark
Belize,,Kuknat Coconut,4,6.7,Flavored
Denmark,,Caraibe Amalie,4,5.5,Aged
Saint Lucia,,Castries Peanut Rum Creme,4,8.0,Aged
Barbados,,Kaniche 11-Year,4,7.5,Aged
France,,Saison Reserve,4,5.8,Aged
Barbados,,Trader Joe's Rum of the Gods,4,3.8,Gold
Mauritius,,Flamboyant Oak Aged,4,5.5,Gold
Caribbean,,Plantation 1999 Jamaica Old Reserve,4,7.5,Aged
Jamaica,,Navy Island Navy Strenght,4,4.8,Aged
France,,"Chantal Comte 2005 La Tour De L’or Brut De Fut 51,5°",4,8.5,Aged
Martinique,,Dillon XO 7-Year,4,6.3,Aged
Caribbean,,Papalin 42%,4,7.5,Aged
Denmark,,Enghaven Oak Aged,4,3.8,Aged
United States,"Ko Hana Kea rum, a heirloom Hawaiian cane juice-based rum that’s first distilled with a pot still and then again with a column still. It’s then rested for at least three months in steel tanks before it’s bottled at 80 proof. The distillery offers various styles of their KEA rum that are distilled from different types of sugarcane. via  American Rum Report ",Ko Hana Kea,4,6.3,Agricole
Guadeloupe,,Karukera 2008 L'expression,4,7.8,Aged
Caribbean,,Plantation 1998 Nicaragua,4,7.0,Aged
Guyana,,Jaguara Premium Dark,3,7.0,Aged
Caribbean,,Renegade Barbados,3,8.3,Aged
United States,"Eight Bells Gold rum, a direct fire pot-distilled, Caribbean molasses-based rum that’s aged in used bourbon barrels for over three years. Bottled at 90 proof. via  American Rum Report ",Eight Bells Gold,3,5.0,Gold
India,,Old Monk White,3,6.0,Light
Dominican Republic,,Anacaona Gran Reserva,3,5.0,Aged
Caribbean,,Renegade 2000 Jamaica,3,6.7,Aged
Guadeloupe,,Bologne Grande Réserve,3,7.0,Aged
Martinique,,HSE Single Cask,3,9.0,Aged
Martinique,,J. Bally Paille,3,6.0,Agricole
Caribbean,,Duncan Taylor 1997 Trinidad 16-Year,3,9.0,Aged
Martinique,,La Mauny 2005,3,7.0,Aged
Martinique,,HSE 2009 Port Cask Finish,3,6.7,Aged
Peru,,Cartavio 75th Anniversary 12-Year,3,8.7,Aged
Caribbean,,Plantation 2003 Grenada,5,7.0,Aged
Czech Republic,,Bozkov Bily,5,3.4,Gold
Caribbean,,Compagnie des Indes Barbados 12-Year,5,8.2,Aged
Martinique,,Rhum JM 1996,5,7.4,Aged
Guadeloupe,,Bielle 2010,5,8.0,Aged
Saint Lucia,,Elements 8 Fine Aged Cacao,5,7.2,Gold
United States,,Big Five Silver,5,4.4,Light
Czech Republic,,El Comandante Legado,6,7.3,Aged
United Kingdom,,Bombo Carmel & Coconut,6,6.5,Flavored
Saint Martin,,Topper's Banana Vanilla Cinnamon,6,6.2,Flavored
Puerto Rico,,Bacardi Casa Reserva Especial,6,7.2,Aged
Guadeloupe,,Rhum Rhum 2017 Libération,6,7.5,Agricole
Germany,,Bondplan Rouge,6,6.5,n/a
Guadeloupe,,Bellevue Godfrey Reserve,6,7.0,Aged
Italy,,Rum Nation 2015 Barbados 10-Year,6,6.5,Aged
Guadeloupe,,Bologne Vieux 42%,7,7.6,Aged
Guyana,,Cuba Libre El Dorado 21-Year,7,8.4,Aged
Caribbean,,Plantation 2009 Fiji,7,7.3,n/a
Barbados,,Blue Chair Bay Spiced,7,6.1,Spiced
Italy,,Rum Nation Martinique Anniversary 12-Year,7,5.4,Aged
Cayman Islands,,Big Black Dick Dark,7,3.1,Dark
Saint Lucia,,Toz Gold,7,6.3,Gold
Dominican Republic,,Presidente Marti Anejo,7,6.1,Aged
Martinique,,Negrita White,7,4.2,Light
Barbados,,Real McCoy Single Blended 12-Year,7,8.3,Aged
Portugal,,Madeira 970 Reserva,7,7.3,Agricole
Italy,,Habitation Velier Port Mourant White,7,7.9,Aged
United Kingdom,,Samaroli 1999 Trinidad,7,7.1,Aged
Caribbean,,Compagnie des Indes Haiti Barbancourt 11-Year,7,7.5,Aged
Guadeloupe,,Longueteau 62° White,7,6.8,Light
Indonesia,,"Dutch East Indies Trading, Ltd. Batavia Arrack Van Oosten",7,6.3,Light
United States,"Privateer American Amber rum, a Grade A molasses- and real boil brown sugar-based rum that is distilled once in a pot still and then again in a pot/column hybrid still. It’s then proofed to 110 proof and aged two to four years in new American oak, used rum, used bourbon, or used brandy barrels. Before bottling, various barrels are selected for the batch, vatted according to the recipe for that batch, proofed down to 100 proof, and then placed in third or fourth use barrels for four to eight months. The barrels are then emptied into a tank and the final rum is lightly non-chill filtered and bottled at via  American Rum Report ",Privateer American Amber,7,6.6,Gold
Barbados,,Caribana Sol Spiced,7,6.4,Spiced
Martinique,,La Mauny Signature,7,4.7,Gold
Martinique,,HSE 2005 Single Malt Highland Finish,7,7.6,Aged
United Kingdom,"Alnwick Dark rum is based in Alnwick, Northumberland (UK) and produced by blending aged pot and continuous-still rums from Jamaica & Guyana. First appearing during WWI, the rum was not in production for 20 years prior to being resurected in 2003. ",Alnwick Dark,7,5.6,Dark
United States,"Privateer Queen’s Share rum, a rum which is redistilled from the tails of previous distillations and aged for a minimum of two years in a barrel that “compliments the distillation’s unique character” (either new American oak, used rum, used whiskey, used brandy, or used cognac). Bottled at cask strength with no added sweeteners, colors, or flavors. via  American Rum Report ",Privateer Queen's Share,7,8.6,Aged
Puerto Rico,,Bacardi Oakheart Cherry Stout,7,6.4,Flavored
Mauritius,,New Grove 2004 Single Barrel,7,8.1,Aged
Italy,,Habitation Velier 2000 Caroni,7,9.2,Aged
United States,,RumJava Cacao'mon,7,5.3,Flavored
Haiti,,Clairin 2015 Casimir Batch 1,7,8.0,Gold
Guyana,,Diamond Reserve Demerara Dark,7,7.2,Aged
Martinique,,La Favorite Habitation,7,6.3,Agricole
France,,Transcontinental Rum Line 2013 Guadeloupe,7,7.1,Aged
Dominican Republic,,Columbus Anejo 7-Year,7,5.4,Gold
Philippines,,Ginebra San Miguel Anejo 5-Year,7,4.1,Dark
Nicaragua,"Flor de Caña Spresso is a premium coffee liquor made with 7-year-old rum that’s sustainably produced (Carbon Neutral & Fair Trade certified). It is light bodied and with an intense black color. It has an aroma with notes of coffee and wood, with a dry and smooth finish. Best enjoyed cold or on the rocks, or in an Espresso Martini, as a digestif. ",Flor de Caña Spresso Coffee Liquor,7,5.7,Flavored
South Africa,,Red Heart Blended,7,5.3,Dark
Martinique,,Depaz Blanc,7,6.3,Agricole
Netherlands,,Flying Dutchman No 1,7,5.8,Aged
United Kingdom,,Austrian Empire Anniversary,7,8.3,Aged
Dominican Republic,,Alegro XO 8-Year,7,7.4,Dark
Barbados,,RL Seale Old Brigand,7,6.3,Gold
Caribbean,,Compagnie des Indes Belize Cask Strength 11-Year,7,8.0,Aged
Dominican Republic,,Cubaney Caramelo,7,6.9,Aged
Caribbean,Tres Hombres Dominican Republic 2013 rum is produced using the Solera method of distilling and aged for 15 years in American oak barrels.  Tres Hombres was founded by 3 friends who spent months at sea together and in 2006 came together to form the company. The company ships its rum using sustainable methods with a sailing ship that has no engine. ,Tres Hombres 2014 Dominican Republic 28-Year,7,8.0,Aged
Reunion,,Savanna 5-Year,7,5.1,Gold
Reunion,,Savanna 10-Year,7,7.9,Aged
United Kingdom,,Kill Devil (Hunter Laing) 1991 Trinidad 24-Year,7,7.3,Aged
"Venezuela, Bolivarian Republic of",,Diplomatico 2001 Botucal,7,9.0,Aged
British West Indies,,Tortuga Gold,7,5.5,Gold
Caribbean,,Key Dark,7,4.3,Dark
Martinique,,Depaz Cuvée de la Montagne Pelée,6,6.8,Agricole
United States,,Rogue Dark,6,5.2,Dark
Canada,,Malibu Passionfruit,6,5.0,Flavored
Martinique,,Rhum JM 1994 Very Old,7,8.3,Aged
United Kingdom,,Dead Man's Fingers Hemp,7,6.8,Flavored
Germany,,Dos Ron 21-Year,7,4.9,Aged
Dominican Republic,,Pancho Villa 1998,7,6.4,Aged
Guadeloupe,,Damoiseau Blanc 40%,7,6.5,Agricole
Guadeloupe,,Bielle Vieux Hors-d'Age,7,8.0,Gold
Panama,"Abuelo Two Oaks is a sublimely smooth 12 year old rum double-matured in two distinctive oak barrels. First, it is matured in selected oak bourbon casks, then it is finished in extra-charred virgin American oak. ",Abuelo Two Oaks,7,8.4,Aged
Barbados,,Foursquare Patrimonio,7,8.8,Aged
Guadeloupe,,Damoiseau Vieux 3-Year,7,6.3,Aged
Austria,,Stroh 38,7,3.5,Flavored
Philippines,,Don Papa Sevillana Cask Finish 12-Year,7,5.2,Gold
Barbados,,Mount Gay XO The Peat Smoke Expression,7,7.4,Aged
Belgium,,World's End Tiki Spiced,7,6.3,Spiced
Martinique,,Depaz 2002 Hors d'Age,7,7.9,Aged
Denmark,,RomDeLuxe Batch 1,7,8.7,Aged
Dominican Republic,,Brugal Papa Andres,7,8.6,Aged
"Venezuela, Bolivarian Republic of",,Diplomatico Distillery Collection No 3,7,7.7,Dark
United Kingdom,,Michlers Artisanal Dark Jamaican,7,5.3,Dark
United Kingdom,,Watson's Demerara,7,6.2,Gold
Madagascar,,Dzama La Cuvée Blanche,7,5.8,Light
United Kingdom,,Bristol Classic 1998 Diamond Distillery,6,6.8,Gold
Guadeloupe,,Montebello 8-Year,6,7.2,Aged
Caribbean,,Hamilton 2006 St. Lucia 7-Year,6,7.8,Aged
Caribbean,,Old Man Spirits Rum Project Two Spiced Orange,6,7.3,Flavored
United States,,Old Lahaina Dark,6,5.3,Dark
Italy,,Rum Nation Panama 8-Year,6,7.3,Aged
Dominican Republic,,Brugal Titanium,6,8.0,Light
Martinique,,Clement 2015 Canne Bleue,6,5.8,Agricole
